都道府県名,市区町村名,名称,文化財分類,種類,住所,緯度,経度
山口県,岩国市,"小桜韋威胴丸
　兜・大袖・替袖・頬当・喉輪・脛当付",県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,"紺糸威肩紅腹巻
　付　　大袖",県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,藍韋威肩櫨紅腹巻,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,黒漆矢筈札浅葱糸素懸威腹当,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄錆地三十六間星兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄錆地二十八間総覆輪筋兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄黒漆二十二間総覆輪筋兜萌葱糸素懸威しころ,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄黒漆三十四間総覆輪筋兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄錆地十二間総覆輪筋兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄錆地六十四間筋兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,宇佐の鉄燈籠,県指定有形文化財（美術工芸品）,,岩国市錦町大字宇佐,34.370449,132.050766
山口県,岩国市,生見の鉄燈籠,県指定有形文化財（美術工芸品）,,岩国市美和町大字生見,34.229031,132.127609
山口県,岩国市,大内版三重韻,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,"大般若経
　　巻第八十二養和元年八月八日朱筆校合奥書
　付　　唐櫃",県指定有形文化財（美術工芸品）,,岩国市美和町大字生見字中村,34.229031,132.127609
山口県,岩国市,木造扁額「八幡宮」（独立性易筆）,県指定有形文化財（美術工芸品）,,岩国市玖珂町,34.100464,132.092773
山口県,岩国市,般若心経並びに神馬図板木,県指定有形文化財（美術工芸品）,,岩国市錦町広瀬,34.274345,131.921814
山口県,光市,木造阿弥陀如来坐像,県指定有形文化財（美術工芸品）,,光市大字束荷,34.011848,132.009979
山口県,長門市,金銅一光三尊立像,県指定有形文化財（美術工芸品）,,長門市大字仙崎,34.390049,131.198837
山口県,長門市,木造聖観音菩薩立像,県指定有形文化財（美術工芸品）,,長門市大字俵山,34.290348,131.099869
山口県,長門市,金銅薬師如来立像,県指定有形文化財（美術工芸品）,,長門市大字俵山,34.290348,131.099869
山口県,長門市,木造四天王立像,県指定有形文化財（美術工芸品）,,長門市油谷向津具下,34.414085,130.971558
山口県,長門市,"日置八幡宮文書
　付　　棟札　四枚
紙本着色八幡縁起絵巻　二巻",県指定有形文化財（美術工芸品）,,長門市日置上,34.391991,131.133804
山口県,長門市,糘塚横穴墓群出土品,県指定有形文化財（美術工芸品）,,長門市大字東深川,34.37117,131.186829
山口県,長門市,利生山永福寺跡石塔婆,県指定有形文化財（美術工芸品）,,長門市日置中,34.374348,131.098846
山口県,柳井市,木造不動明王坐像,県指定有形文化財（美術工芸品）,,柳井市大字阿月,33.878376,132.132141
山口県,柳井市,木造薬師如来坐像,県指定有形文化財（美術工芸品）,,柳井市大字平郡,33.792522,132.226974
山口県,柳井市,木造二天王立像,県指定有形文化財（美術工芸品）,,柳井市大字余田,33.98584,132.067093
山口県,柳井市,木造二天王立像,県指定有形文化財（美術工芸品）,,柳井市大字余田,33.98584,132.067093
山口県,柳井市,"鰐口
　観応二年辛卯八月廿三日の銘がある",県指定有形文化財（美術工芸品）,,柳井市大字余田,33.98584,132.067093
山口県,柳井市,茶臼山古墳出土品,県指定有形文化財（美術工芸品）,,柳井市南町、柳井,33.964684,132.102264
山口県,美祢市,塑像寿円禅師坐像,県指定有形文化財（美術工芸品）,,美祢市秋芳町大字秋吉,34.232285,131.297791
山口県,美祢市,長登銅山跡出土木簡,県指定有形文化財（美術工芸品）,,美祢市美東町大字大田,34.232838,131.357422
山口県,周南市,"金造菩薩形坐像
　付　　日尾山土中出現黄金像正観音縁記　一巻
　　　　日尾山山頂黄金像出土地石碑　一基",県指定有形文化財（美術工芸品）,,周南市大字湯野,34.108093,131.6716
山口県,周南市,金梨子地菊桐紋散雲蒔絵鞍・鐙,県指定有形文化財（美術工芸品）,,周南市大字徳山,34.073544,131.822449
山口県,周南市,建咲院什物（寺伝毛利元就寄進）,県指定有形文化財（美術工芸品）,,周南市土井一丁目,34.079254,131.770813
山口県,山陽小野田市,木造千手観音菩薩立像,県指定有形文化財（美術工芸品）,,山陽小野田市大字有帆,34.019894,131.213226
山口県,山陽小野田市,木造釈迦如来坐像,県指定有形文化財（美術工芸品）,,山陽小野田市大字有帆,34.019894,131.213226
山口県,山陽小野田市,木造阿弥陀如来坐像,県指定有形文化財（美術工芸品）,,山陽小野田市大字有帆,34.019894,131.213226
山口県,山陽小野田市,木造大日如来坐像,県指定有形文化財（美術工芸品）,,山陽小野田市大字有帆,34.019894,131.213226
山口県,山陽小野田市,木造阿弥陀如来坐像,県指定有形文化財（美術工芸品）,,山陽小野田市大字有帆,34.019894,131.213226
山口県,山陽小野田市,木造不動明王立像,県指定有形文化財（美術工芸品）,,山陽小野田市大字有帆,34.019894,131.213226
山口県,山陽小野田市,木造聖観音菩薩立像,県指定有形文化財（美術工芸品）,,山陽小野田市大字有帆,34.019894,131.213226
山口県,山陽小野田市,木造十一面観音菩薩立像,県指定有形文化財（美術工芸品）,,山陽小野田市大字山川,34.069763,131.151978
山口県,山陽小野田市,銅鐘,県指定有形文化財（美術工芸品）,,山陽小野田市大字山川,34.069763,131.151978
山口県,山陽小野田市,長光寺山古墳出土品,県指定有形文化財（美術工芸品）,,山陽小野田市大字鴨ノ庄,34.07349,131.166428
山口県,山陽小野田市,物見山経塚出土品,県指定有形文化財（美術工芸品）,,山陽小野田市大字鴨ノ庄,34.07349,131.166428
山口県,山陽小野田市,妙徳寺一号経塚出土品,県指定有形文化財（美術工芸品）,,山陽小野田市大字鴨ノ庄,34.07349,131.166428
山口県,山陽小野田市,妙徳寺山古墳出土品,県指定有形文化財（美術工芸品）,,山陽小野田市大字鴨ノ庄,34.07349,131.166428
山口県,周防大島町,木造二天王立像,県指定有形文化財（美術工芸品）,,周防大島町大字東三蒲,33.950447,132.215286
山口県,田布施町,木造地蔵菩薩坐像,県指定有形文化財（美術工芸品）,,田布施町大字上田布施,33.940567,132.005371
山口県,田布施町,国森古墳出土品,県指定有形文化財（美術工芸品）,,田布施町下田布施,33.952415,132.030029
山口県,平生町,木造地蔵菩薩坐像,県指定有形文化財（美術工芸品）,,平生町大字大野南,33.924335,132.089645
山口県,平生町,銅鐘,県指定有形文化財（美術工芸品）,,平生町大字宇佐木,33.94899,132.092773
山口県,平生町,銅鐘,県指定有形文化財（美術工芸品）,,平生町大字大野南,33.924335,132.089645
山口県,平生町,白鳥古墳出土品,県指定有形文化財（美術工芸品）,,平生町大字佐賀,33.8988,132.092407
山口県,阿武町,御山神社経塚出土品,県指定有形文化財（美術工芸品）,,阿武町大字惣郷,34.584091,131.576477
山口県,下関市,中ノ浜遺跡,県指定史跡,,下関市豊浦町大字川棚字中ノ浜,34.168091,130.95723
山口県,下関市,黒井一ノ瀬一里塚,県指定史跡,,下関市豊浦町大字黒井,34.119259,130.920685
山口県,下関市,長府藩主毛利家墓所,県指定史跡,,下関市長府川端、下関市大字豊浦村、下関市長府安養寺,33.995686,130.981888
山口県,下関市,法林寺のソテツ,県指定天然記念物,,下関市大字吉母字印内,34.100338,130.881073
山口県,下関市,長門国一の宮住吉神社社叢,県指定天然記念物,,下関市大字楠乃字上宮尻,33.992229,130.961853
山口県,下関市,長府正円寺の大イチョウ,県指定天然記念物,,下関市長府中之町,34.000362,130.990067
山口県,下関市,川棚三恵寺のモッコク,県指定天然記念物,,下関市豊浦町大字川棚,34.168091,130.95723
山口県,下関市,滝部のシダレザクラ,県指定天然記念物,,下関市豊北町大字滝部,34.295853,130.946243
山口県,下関市,滝部八幡宮のイチイガシ,県指定天然記念物,,下関市豊北町大字滝部,34.295853,130.946243
山口県,下関市,阿川八幡宮のイヌマキ巨樹群,県指定天然記念物,,下関市豊北町大字阿川,34.329491,130.929703
山口県,下関市,蓋井島のヒゼンマユミ群落,県指定天然記念物,,下関市大字蓋井島字笠松,34.103645,130.786667
山口県,宇部市,霜降城跡,県指定史跡,,宇部市大字吉見ほか,34.042591,131.25708
山口県,宇部市,荒滝山城跡,県指定史跡,,宇部市大字東吉部字城山前平・字城山北平・字城山東,34.14217,131.291336
山口県,宇部市,熊野神社のツルマンリョウ自生地,県指定天然記念物,,宇部市大字山中字上市,34.058125,131.315887
山口県,宇部市,教善寺のサザンカ,県指定天然記念物,,宇部市大字西万倉,34.082935,131.225784
山口県,山口市,百谷窯跡,県指定史跡,,山口市小郡下郷百谷,34.109955,131.401154
山口県,山口市,大内氷上古墳,県指定史跡,,山口市御堀字山根,34.178333,131.473892
山口県,山口市,善生寺庭園,県指定名勝,,山口市上宇野令字周慶寺,34.2076,131.461365
山口県,山口市,妙見社の大イチョウ,県指定天然記念物,,山口市徳地八坂字上寺前,34.223145,131.664078
山口県,山口市,山口市棯畑のノハナショウブ自生地,県指定天然記念物,,山口市下小鯖,34.128128,131.546036
山口県,山口市,秋穂二島のアラカシ,県指定天然記念物,,山口市秋穂二島,34.043148,131.4189
山口県,山口市,舟山八幡宮のチシャノキ,県指定天然記念物,,山口市仁保下郷,34.190407,131.542496
山口県,山口市,仁保のクワ,県指定天然記念物,,山口市仁保中郷,34.199314,131.576553
山口県,山口市,正福寺のイブキ,県指定天然記念物,,山口市駅通り二丁目,34.174831,131.479645
山口県,山口市,常栄寺のモリアオガエル繁殖地,県指定天然記念物,,山口市宮野下,34.200893,131.502975
山口県,萩市,萩焼古窯跡群,県指定史跡,,萩市大字椿東字中之倉,34.426121,131.413086
山口県,萩市,須佐唐津古窯跡群,県指定史跡,,萩市須佐字唐津,34.62389,131.623734
山口県,萩市,穴観音古墳,県指定史跡,,萩市高佐下,34.456093,131.610535
山口県,萩市,奥阿武宰判勘場跡,県指定史跡,,萩市吉部上,34.444626,131.588745
山口県,萩市,河内の大ムク,県指定天然記念物,,萩市大字椿,34.389774,131.405716
山口県,萩市,吉部八幡宮のスギ,県指定天然記念物,,萩市大字吉部,34.441483,131.557938
山口県,萩市,三見吉広のバクチノキ,県指定天然記念物,,萩市大字三見吉広,34.387905,131.340515
山口県,萩市,志都岐山神社のミドリヨシノ,県指定天然記念物,,萩市大字堀内,34.416138,131.384445
山口県,萩市,田万川の柱状節理と水中自破砕溶岩,県指定天然記念物,,萩市大字上小川東分字川平・柳畠・なめら,34.579548,131.673279
山口県,萩市,辻山のシダレザクラ,県指定天然記念物,,萩市大字高佐山上字太郎田,34.456093,131.610535
山口県,防府市,防府天満宮大専坊跡,県指定史跡,,防府市松崎町,34.063343,131.575256
山口県,防府市,野村望東尼終焉の宅跡及び墓,県指定史跡,,防府市三田尻本町・桑山,34.043556,131.573105
山口県,防府市,防府市中浦の緑色片岩,県指定天然記念物,,防府市大字田島,34.014606,131.53093
山口県,防府市,老松神社のクスノキ,県指定天然記念物,,防府市お茶屋町,34.045654,131.572754
山口県,防府市,若月家の臥竜松,県指定天然記念物,,防府市大字大崎,34.072056,131.543915
山口県,防府市,防府市向島の寒桜,県指定天然記念物,,防府市向島,34.005028,131.580688
山口県,岩国市,岩国藩主吉川家墓所,県指定史跡,,岩国市横山一丁目,34.166225,132.171951
山口県,岩国市,中ノ川山一里塚,県指定史跡,,岩国市美和町大字秋掛中の川,34.229031,132.127609
山口県,岩国市,寂地峡,県指定名勝,,岩国市錦町大字宇佐,34.370449,132.050766
山口県,岩国市,弥栄峡,県指定名勝,,岩国市美和町大字宇佐地,34.229031,132.127609
山口県,岩国市,松巖院庭園,県指定名勝,,岩国市藤生町,34.114635,132.199356
山口県,岩国市,岩国市二鹿のシャクナゲ群生地,県指定天然記念物,,岩国市大字二鹿字治郎迫,34.158367,132.044037
山口県,岩国市,大原のシャクナゲ群生地,県指定天然記念物,,岩国市錦町大字大原生し畑・字小麦山,34.370449,132.050766
山口県,岩国市,宇佐八幡宮のスギ巨樹群,県指定天然記念物,,岩国市錦町大字宇佐,34.370449,132.050766
山口県,岩国市,通津のイヌマキ巨樹,県指定天然記念物,,岩国市通津,34.073696,132.182037
山口県,岩国市,岩国市楠町一丁目のクスノキ巨樹群,県指定天然記念物,,岩国市楠町一丁目,34.156555,132.20459
山口県,光市,普賢寺庭園,県指定名勝,,光市室積八丁目,33.92173,131.968536
山口県,光市,光のクサフグ産卵地,県指定天然記念物,,光市大字室積村字普賢山,33.930717,131.992416
山口県,光市,牛島のモクゲンジ群生地,県指定天然記念物,,光市牛島,33.861595,132.018463
山口県,長門市,大内義隆主従の墓所,県指定史跡,,長門市大字深川湯本,34.332188,131.172775
山口県,長門市,日置峠山の須恵器窯跡,県指定史跡,,長門市日置下,34.390125,131.073792
山口県,長門市,大寧寺境内,県指定史跡,,長門市大字深川湯本,34.332188,131.172775
山口県,長門市,萩焼深川古窯跡群,県指定史跡,,長門市深川湯本字三ノ瀬・同西三ノ瀬,34.332188,131.172775
山口県,長門市,西円寺のアオバス,県指定天然記念物,,長門市大字仙崎,34.390049,131.198837
山口県,長門市,二位の浜ハマオモト群落,県指定天然記念物,,長門市日置上字西ヶ浴,34.391991,131.133804
山口県,長門市,日吉神社のオガタマノキ巨樹群,県指定天然記念物,,長門市油谷角山,34.390823,131.034698
山口県,長門市,青海島八王子山タチバナ自生北限地,県指定天然記念物,,長門市大字仙崎字大泊,34.390049,131.198837
山口県,長門市,八幡人丸神社御旅所のヒノキ巨樹,県指定天然記念物,,長門市油谷新別名,34.373348,131.060364
山口県,長門市,長門市一位ガ岳のベニドウダン自生地,県指定天然記念物,,長門市大字俵山字一位岳,34.290348,131.099869
山口県,美祢市,末原窯跡群,県指定史跡,,美祢市美東町大字赤字北ヶ迫,34.232838,131.357422
山口県,美祢市,神功皇后神社のイチイガシ,県指定天然記念物,,美祢市西厚保町本郷,34.101791,131.147842
山口県,周南市,潮音洞,県指定史跡,,周南市大字鹿野上字鏡池,34.253082,131.853287
山口県,周南市,若山城跡,県指定史跡,,周南市大字夜市,34.089615,131.715469
山口県,周南市,勝栄寺土塁及び旧境内,県指定史跡,,周南市中央町,34.071091,131.764679
山口県,周南市,秘密尾の氷見神社社叢,県指定天然記念物,,周南市大字須万字宮の前・字奥山,34.216507,131.890137
山口県,周南市,須万風呂ヶ原のエノキ,県指定天然記念物,,周南市大字須万,34.216507,131.890137
山口県,山陽小野田市,小野田セメント徳利窯,県指定史跡,,山陽小野田市大字小野田,33.957695,131.172302
山口県,山陽小野田市,長光寺山古墳,県指定史跡,,山陽小野田市大字郡字弥ヶ迫,34.022358,131.141968
山口県,山陽小野田市,竜王山のハマセンダン,県指定天然記念物,,山陽小野田市大字小野田字高田尾及び字小浜,33.957695,131.172302
山口県,周防大島町,水無瀬島のアコウ自生地帯,県指定天然記念物,,周防大島町大字沖家室島,33.852745,132.361847
山口県,上関町,常満寺の大イチョウ,県指定天然記念物,,上関町大字室津,33.846363,132.134216
山口県,上関町,祝島のケグワ,県指定天然記念物,,上関町大字祝島字小田,33.783669,131.976837
山口県,上関町,八島与崎のカシワ・ビャクシン群落,県指定天然記念物,,上関町大字八島字出崎・字古浦,33.73867,132.145187
山口県,田布施町,後井古墳,県指定史跡,,田布施町大字宿井字後井,33.973915,132.020782
山口県,田布施町,国森古墳,県指定史跡,,田布施町大字川西下大力・字国森,33.96246,132.009094
山口県,田布施町,宿井のハゼノキ,県指定天然記念物,,田布施町大字宿井字橋ヶ下,33.973915,132.020782
山口県,平生町,"白鳥古墳
　付　　陪塚及び周濠",県指定史跡,,平生町大字佐賀字森の下上,33.8988,132.092407
山口県,平生町,岩田遺跡,県指定史跡,,平生町大字佐賀字森の下上,33.8988,132.092407
山口県,平生町,神花山古墳,県指定史跡,,平生町大字佐賀字森の下上,33.8988,132.092407
山口県,阿武町,御山神社経塚,県指定史跡,,阿武町大字惣郷,34.584091,131.576477
山口県,阿武町,大覚寺のビャクシン巨樹,県指定天然記念物,,阿武町大字奈古字東光寺,34.515255,131.516464
山口県,阿武町,鶴ヶ嶺八幡宮のクスノキ,県指定天然記念物,,阿武町大字奈古,34.515255,131.516464
山口県,阿武町,姫島樹林,県指定天然記念物,,阿武町大字宇田,34.558441,131.550919
山口県,山口市,米本文明,県指定無形文化財,鷺流狂言,山口市,34.178333,131.473892
山口県,山口市,大和保男,県指定無形文化財,萩焼,山口市,34.178333,131.473892
山口県,山口市,大和祐二,県指定無形文化財,萩焼,山口市,34.178333,131.473892
山口県,萩市,野坂康起,県指定無形文化財,萩焼,萩市,34.408054,131.39917
山口県,萩市,波多野善蔵,県指定無形文化財,萩焼,萩市,34.408054,131.39917
山口県,萩市,岡田裕,県指定無形文化財,萩焼,萩市,34.408054,131.39917
山口県,長門市,坂倉正治,県指定無形文化財,萩焼,長門市,34.37056,131.182617
山口県,長門市,新庄貞嗣,県指定無形文化財,萩焼,長門市,34.37056,131.182617
山口県,下関市,堀尾信夫,県指定無形文化財,赤間硯,下関市,33.957287,130.940964
山口県,宇部市,日枝敏夫,県指定無形文化財,赤間硯,宇部市,33.951511,131.246811
山口県,宇部市,芦河内薬師堂,県指定有形民俗文化財,,宇部市大字芦河内,34.087074,131.271667
山口県,長門市,長門市向岸寺の鯨位牌及び鯨鯢過去帖,県指定有形民俗文化財,,長門市通,34.427689,131.244095
山口県,柳井市,小田家の生活用具・商家資料・町家,県指定有形民俗文化財,,柳井市大字柳井津,33.967808,132.110336
山口県,美祢市,美東町佐山の山神枡,県指定有形民俗文化財,,美祢市美東町大字赤,34.232838,131.357422
山口県,美祢市,長登の岩絵具製造用具および製品,県指定有形民俗文化財,,美祢市美東町大字長登,34.232838,131.357422
山口県,美祢市,伊佐の売薬用具及び売薬関係史料,県指定有形民俗文化財,,美祢市大嶺東分,34.196835,131.16124
山口県,周防大島町,庄地のスイドウ,県指定有形民俗文化財,,周防大島町大字久賀,33.937672,132.266953
山口県,平生町,土手町南蛮樋,県指定有形民俗文化財,,平生町大字平生字土手町,33.945328,132.07637
山口県,下関市,浜出祭,県指定無形民俗文化財,,下関市,33.957287,130.940964
山口県,下関市,忌宮神社の数方庭行事,県指定無形民俗文化財,,下関市,33.957287,130.940964
山口県,宇部市,岩戸神楽舞,県指定無形民俗文化財,,宇部市,33.951511,131.246811
山口県,山口市,小鯖代神楽舞,県指定無形民俗文化財,,山口市,34.178333,131.473892
山口県,山口市,鷺の舞,県指定無形民俗文化財,,山口市,34.178333,131.473892
山口県,山口市,陶の腰輪踊,県指定無形民俗文化財,,山口市,34.178333,131.473892
山口県,山口市,徳地人形浄瑠璃,県指定無形民俗文化財,,山口市,34.178333,131.473892
山口県,萩市,住吉神社「お船謡」,県指定無形民俗文化財,,萩市,34.408054,131.39917
山口県,萩市,上三原の田植ばやし,県指定無形民俗文化財,,萩市,34.408054,131.39917
山口県,萩市,友信神楽舞,県指定無形民俗文化財,,萩市,34.408054,131.39917
山口県,防府市,玉祖神社の占手神事,県指定無形民俗文化財,,防府市,34.051945,131.562775
山口県,下松市,切山歌舞伎,県指定無形民俗文化財,,下松市,34.014999,131.870285
山口県,岩国市,岩国南条踊,県指定無形民俗文化財,,岩国市,34.166595,132.218842
山口県,岩国市,山代本谷神楽舞,県指定無形民俗文化財,,岩国市,34.166595,132.218842
山口県,岩国市,山代白羽神楽,県指定無形民俗文化財,,岩国市,34.166595,132.218842
山口県,岩国市,由宇町清水の山ノ神祭り,県指定無形民俗文化財,,岩国市,34.166595,132.218842
山口県,光市,島田人形浄瑠璃芝居,県指定無形民俗文化財,,光市,33.961895,131.942123
山口県,長門市,湯本南条踊,県指定無形民俗文化財,,長門市,34.37056,131.182617
山口県,長門市,赤崎神社楽踊,県指定無形民俗文化財,,長門市,34.37056,131.182617
山口県,長門市,俵山女歌舞伎,県指定無形民俗文化財,,長門市,34.37056,131.182617
山口県,長門市,滝坂神楽舞,県指定無形民俗文化財,,長門市,34.37056,131.182617
山口県,長門市,三隅の腰輪踊,県指定無形民俗文化財,,長門市,34.37056,131.182617
山口県,長門市,北浦地方のサバー送り,県指定無形民俗文化財,,長門市,34.37056,131.182617
山口県,美祢市,別府念仏踊,県指定無形民俗文化財,,美祢市,34.166668,131.205826
山口県,美祢市,別府岩戸神楽舞,県指定無形民俗文化財,,美祢市,34.166668,131.205826
山口県,周南市,式内踊,県指定無形民俗文化財,,周南市,34.055725,131.806595
山口県,周南市,長穂念仏踊,県指定無形民俗文化財,,周南市,34.055725,131.806595
山口県,周南市,諫鼓踊,県指定無形民俗文化財,,周南市,34.055725,131.806595
山口県,周南市,花笠踊,県指定無形民俗文化財,,周南市,34.055725,131.806595
山口県,周南市,周南市安田の糸あやつり人形芝居,県指定無形民俗文化財,,周南市,34.055725,131.806595
山口県,周南市,山﨑八幡宮の本山神事,県指定無形民俗文化財,,周南市,34.055725,131.806595
山口県,周防大島町,久賀のなむでん踊,県指定無形民俗文化財,,周防大島町大字久賀,33.937672,132.266953
山口県,上関町,祝島の神舞神事,県指定無形民俗文化財,,上関町,33.783625,131.974199
山口県,田布施町,大波野神舞,県指定無形民俗文化財,,田布施町,33.954723,132.041382